Data,Serial,Variante,GND,Vref Pos,Vref Neg,Temperatura,Vin Pos,Vin Neg,Iin Pos,Iin Neg,Resultado,
"Thu, 24 Aug 2017 19:11:36 GMT",1036840281,HRADC-FAX,HRADC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:20:37 GMT",1036840289,HRADC-FAX,HRADC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:20:39 GMT",1036840274,HRADC-FAX,HRADC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:20:39 GMT",1036840277,HRADC-FAX,HRADC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reprovado
"Thu, 24 Aug 2017 19:20:39 GMT",1036840275,HRADC-FAX,HRADC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reprovado
"Thu, 24 Aug 2017 19:20:41 GMT",1036840290,HRADC-FAX,HRADC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:20:43 GMT",1036840276,HRADC-FAX,HRADC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:23:57 GMT",1036840301,HRADC-FAX,HRADC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:23:59 GMT",1036840280,HRADC-FAX,HRADC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:24:01 GMT",1036840287,HRADC-FAX,HRADC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:24:03 GMT",1036840294,HRADC-FAX,HRADC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:25:58 GMT",1036840291,HRADC-FAX,HRADC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:26:00 GMT",1036840299,HRADC-FAX,HRADC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:28:50 GMT",1036840295,HRADC-FAX,HRADC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:28:52 GMT",1036840279,HRADC-FAX,HRADC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:28:54 GMT",1036840296,HRADC-FAX,HRADC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Fri, 25 Aug 2017 09:03:10 GMT",1036840285,HRADC-FAX,HRADC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Fri, 25 Aug 2017 10:40:13 GMT",1234567890,HRADC-FBP,HRADC,-0.000917837023735,4.99762583524,-4.99922290444,-0.391927082092,-10.0,9.99992370605,,,Reprovado
"Fri, 25 Aug 2017 10:53:55 GMT",1234567890,HRADC-FBP,HRADC,-0.000920295715332,4.99763190746,-4.99922454357,-0.388949811459,-9.9960270524,9.99423205853,,,Reprovado
"Fri, 25 Aug 2017 11:03:51 GMT",1234567890,HRADC-FBP,HRADC,-0.000919699668884,4.99761670828,-4.99922543764,-0.386748015881,-9.99600768089,9.9942868948,,,Reprovado
"Fri, 25 Aug 2017 11:07:50 GMT",1234567890,HRADC-FBP,HRADC,-0.000913143157959,4.99762862921,-4.99921679497,-0.385988354683,-9.99598950148,9.99428391457,,,Reprovado
"Fri, 25 Aug 2017 11:26:16 GMT",1036840285,HRADC-FAX,HRADC,-0.000919103622437,4.99763935804,-4.99922394753,-0.393005907536,-9.9959564209,9.99425888062,,,Reprovado
"Fri, 25 Aug 2017 11:32:46 GMT",1036840285,HRADC-FAX,HRADC,-0.00091016292572,4.99763250351,-4.9992120266,-0.380154848099,9.99453276396,-9.99633401632,,,Aprovado
"Fri, 25 Aug 2017 11:42:10 GMT",1036840285,HRADC-FAX,HRADC,-0.000917017459869,4.99762296677,-4.99923110008,-0.386182963848,9.9944755435,-9.99633491039,0.197955667973,0.216212570667,Aprovado
"Fri, 25 Aug 2017 11:56:54 GMT",1036840302,HRADC-FAX,HRADC,-0.000562369823456,4.99756366014,-4.9989682436,-0.381589233875,9.99398469925,-9.99502390623,-0.171088278294,-0.149628818035,Aprovado
"Fri, 25 Aug 2017 12:06:49 GMT",1036840273,HRADC-FAX,HRADC,8.94069671631e-05,4.99866455793,-4.99824672937,-0.384412705898,9.99544322491,-9.99531835318,-0.00853091478348,-0.00853538513184,Aprovado
"Fri, 25 Aug 2017 12:15:10 GMT",1036840286,HRADC-FAX,HRADC,-0.000786185264587,4.99740898609,-4.99898582697,-0.373603701591,9.99381899834,-9.99538421631,0.185888707638,0.189424753189,Aprovado
"Fri, 25 Aug 2017 12:18:01 GMT",1036840286,HRADC-FAX,HRADC,-0.00077098608017,4.99742031097,-4.99897509813,-0.37876188755,9.9937787652,-9.99537914991,0.166118741035,0.179700255394,Aprovado
"Fri, 25 Aug 2017 12:21:40 GMT",1036840278,HRADC-FAX,HRADC,-0.00135332345963,4.99681562185,-4.99959081411,-0.343888401985,9.99355494976,-9.99621033669,0.989940464497,0.926629304886,Aprovado
"Fri, 25 Aug 2017 12:23:34 GMT",1036840283,HRADC-FAX,HRADC,-0.000498294830322,4.99802589417,-4.99913305044,-0.289236903191,9.99461144209,-9.99554753304,-0.201931595802,-0.178751349449,Aprovado
"Fri, 25 Aug 2017 12:29:58 GMT",1036840290,HRADC-FAX,HRADC,-0.00053733587265,4.99778568745,-4.99891489744,-0.34535586834,9.99537289143,-9.99650686979,-0.150338113308,-0.120338499546,Aprovado
"Fri, 25 Aug 2017 12:33:57 GMT",1036840274,HRADC-FAX,HRADC,-0.000817179679871,4.99776184559,-4.99939709902,-0.332068502903,9.99492585659,-9.99652802944,0.0762787461281,0.150540471077,Aprovado
"Fri, 25 Aug 2017 12:36:12 GMT",1036840292,HRADC-FAX,HRADC,-0.000773966312408,4.99861419201,-5.00018000603,-6.81339889765,9.99691367149,-9.99853819609,0.183223187923,0.134868323803,Reprovado
"Fri, 25 Aug 2017 12:39:04 GMT",1036840292,HRADC-FAX,HRADC,-0.000776648521423,4.99861359596,-5.00017315149,-6.82926803827,9.9969124794,-9.99850809574,0.130482912064,0.174378454685,Reprovado
"Fri, 25 Aug 2017 12:42:51 GMT",1036840298,HRADC-FAX,HRADC,0.625356137753,4.9990811944,-4.37345385551,-0.334751605988,9.99748140574,-9.37185049057,-0.213977992535,-0.17812281847,Reprovado
"Fri, 25 Aug 2017 12:45:41 GMT",1036840297,HRADC-FAX,HRADC,-7.45058059692e-06,4.99846547842,-4.99877303839,-0.30674636364,9.99474495649,-9.99459207058,-0.0324633717537,0.0139683485031,Aprovado
"Fri, 25 Aug 2017 12:47:20 GMT",1036840300,HRADC-FAX,HRADC,7.09295272827e-05,4.99825447798,-4.99830305576,-0.294982194901,9.99614089727,-9.99608188868,-0.529645979404,-0.401806235313,Aprovado
"Fri, 25 Aug 2017 12:52:46 GMT",1036840281,HRADC-FAX,HRADC,-0.000129342079163,4.99876201153,-4.99939680099,-0.351041257381,9.99516844749,-9.99542802572,-0.605115294456,-4.3924382329,Aprovado
"Fri, 25 Aug 2017 12:54:52 GMT",1036840282,HRADC-FAX,HRADC,-0.000234842300415,4.99856829643,-4.99847948551,-0.291573405266,9.99565064907,-9.99604254961,-10.0,-10.0,Aprovado
"Fri, 25 Aug 2017 12:59:09 GMT",1036840276,HRADC-FAX,HRADC,-0.0010097026825,4.99761611223,-4.99922662973,-0.339558720589,9.99435245991,-9.99623388052,0.00366032123566,0.0393560528755,Aprovado
"Fri, 25 Aug 2017 13:01:37 GMT",1036840289,HRADC-FAX,HRADC,0.000574290752411,4.99866932631,-4.99774843454,-0.300765633583,9.99555826187,-9.99451130629,-0.595855712891,-0.448208451271,Aprovado
"Fri, 25 Aug 2017 13:03:45 GMT",1036840295,HRADC-FAX,HRADC,-0.00133156776428,4.99691873789,-4.99960422516,-0.293982028961,9.99491602182,-9.99741286039,9.99992370605,9.99992370605,Aprovado
"Fri, 25 Aug 2017 13:06:05 GMT",1036840296,HRADC-FAX,HRADC,-0.000673532485962,4.99798595905,-4.99964922667,-0.294917821884,9.99522328377,-9.99660670757,-10.0,-10.0,Aprovado
"Fri, 25 Aug 2017 13:08:12 GMT",1036840291,HRADC-FAX,HRADC,5.48362731934e-05,4.99863982201,-4.99880194664,-0.300896465778,9.99651402235,-9.99643743038,-0.00610321760178,-0.0884538888931,Aprovado
"Fri, 25 Aug 2017 13:11:03 GMT",1036840301,HRADC-FAX,HRADC,-0.000628530979156,4.99815940857,-4.99953538179,-0.324394106865,9.99532848597,-9.99655544758,0.0655341148376,0.0175502896309,Aprovado
"Fri, 25 Aug 2017 13:12:49 GMT",1036840287,HRADC-FAX,HRADC,3.81469726563e-05,4.99888539314,-4.99910950661,-0.289698243141,9.99638497829,-9.99638259411,0.0890645384789,0.166563987732,Aprovado
"Fri, 25 Aug 2017 13:15:28 GMT",1036840279,HRADC-FAX,HRADC,0.000326335430145,4.99920934439,-4.99857634306,-0.297753810883,9.99796062708,-9.99732881784,-10.0,-10.0,Aprovado
"Fri, 25 Aug 2017 13:21:05 GMT",1036840299,HRADC-FAX,HRADC,0.00041663646698,4.99921739101,-4.99829441309,-0.343278646469,9.99695509672,-9.99617427588,-0.00404983758926,-0.0154346227646,Aprovado
"Wed, 23 Aug 2017 11:48:01 GMT",3333333333,HRADC-FBP,DM,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Aprovado
"Wed, 23 Aug 2017 11:52:49 GMT",1234567890,HRADC-FBP,DM,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Aprovado
"Wed, 23 Aug 2017 12:14:41 GMT",9876543210,HRADC-FBP,DM,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Aprovado
"Wed, 23 Aug 2017 12:34:49 GMT",1935121161,HRADC-FBP,DM,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Aprovado
"Wed, 23 Aug 2017 12:42:59 GMT",9999999999,HRADC-FBP,DM,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Aprovado
"Wed, 23 Aug 2017 12:54:05 GMT",1938490537,HRADC-FAX,DM,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Aprovado
"Wed, 23 Aug 2017 12:58:37 GMT",1234567890,HRADC-FBP,DM,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Aprovado
"Wed, 23 Aug 2017 12:58:39 GMT",1997200262,HRADC-FBP,DM,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Aprovado
"Wed, 23 Aug 2017 12:58:41 GMT",1998394687,HRADC-FBP,DM,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,Aprovado
"Wed, 23 Aug 2017 13:07:02 GMT",6666666666,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Wed, 23 Aug 2017 13:11:07 GMT",1472583690,HRADC-FBP,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Wed, 23 Aug 2017 13:11:09 GMT",8008580085,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Wed, 23 Aug 2017 13:11:11 GMT",5310553105,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Wed, 23 Aug 2017 13:11:13 GMT",147896325,HRADC-FBP,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Wed, 23 Aug 2017 13:12:37 GMT",7489510263,HRADC-FBP,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Wed, 23 Aug 2017 14:27:10 GMT",1111,HRADC-FBP,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Wed, 23 Aug 2017 14:27:12 GMT",2222,HRADC-FBP,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Wed, 23 Aug 2017 14:27:13 GMT",3333,HRADC-FBP,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 18:42:22 GMT",1036840292,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:00:15 GMT",1036840292,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:00:17 GMT",1036840297,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:00:20 GMT",1036840300,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:00:22 GMT",1036840298,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:06:37 GMT",1036840286,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:06:39 GMT",1036840273,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:06:41 GMT",1036840302,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:06:44 GMT",1036840285,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:11:29 GMT",1036840283,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:11:31 GMT",1036840282,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:11:33 GMT",1036840278,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:11:36 GMT",1036840281,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:20:37 GMT",1036840289,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:20:39 GMT",1036840274,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:20:41 GMT",1036840290,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:20:44 GMT",1036840276,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:23:57 GMT",1036840301,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:23:59 GMT",1036840280,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:24:01 GMT",1036840287,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:24:03 GMT",1036840294,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:25:59 GMT",1036840291,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:26:01 GMT",1036840299,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:28:50 GMT",1036840295,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:28:52 GMT",1036840279,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Thu, 24 Aug 2017 19:28:54 GMT",1036840296,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Fri, 25 Aug 2017 09:03:11 GMT",1036840285,HRADC-FAX,DM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aprovado
"Fri, 25 Aug 2017 10:40:13 GMT",1234567890,HRADC-FBP,DM,0.012256446701,5.0120818991,-4.9867026634,-0.37879491316,-10.372728405,10.358022134,,,Aprovado
"Fri, 25 Aug 2017 10:43:32 GMT",1234567890,HRADC-FBP,DM,0.012278564014,5.0120691667,-4.986714991,-0.37789061051,-9.9999971479,10.00002585,,,Aprovado
"Fri, 25 Aug 2017 10:53:55 GMT",1234567890,HRADC-FBP,DM,0.012175722254,5.0120164022,-4.9867523319,-0.3759455789,-10.000003853,10.000024963,,,Aprovado
"Fri, 25 Aug 2017 11:03:51 GMT",1234567890,HRADC-FBP,DM,0.012124801038,5.0119574095,-4.9868158929,-0.37372004428,-10.0000007355,10.00002043,,,Reprovado
"Fri, 25 Aug 2017 11:07:50 GMT",1234567890,HRADC-FBP,DM,0.012139423376,5.0119710627,-4.9868103073,-0.37302800826,-9.9999961131,10.00002127,,,Reprovado
"Fri, 25 Aug 2017 11:24:01 GMT",1036840285,HRADC-FAX,DM,0.012174057299,5.0120077793,-4.9867668811,-0.37518089339,-0.37595991214,-0.37580432361,,,Reprovado
"Fri, 25 Aug 2017 11:26:16 GMT",1036840285,HRADC-FAX,DM,0.012321517359,5.0121227486,-4.9866329584,-0.37976132592,-9.9999897797,10.00001902,,,Reprovado
"Fri, 25 Aug 2017 11:32:46 GMT",1036840285,HRADC-FAX,DM,0.012216116597,5.0120295451,-4.9867538255,-0.36718217773,9.9999894905,-10.000018356,,,Aprovado
"Fri, 25 Aug 2017 11:42:10 GMT",1036840285,HRADC-FAX,DM,0.01232548018,5.012135333,-4.986641545,-0.372911711833,9.99998628133,-10.0000167133,-2.74153290767e-07,-3.85544963133e-07,Aprovado
"Fri, 25 Aug 2017 11:47:24 GMT",1036840302,HRADC-FAX,DM,-0.177636185933,-0.219111282867,5.009847611,5.010049999,5.010181268,5.010260352,-1.54650574243e-07,-7.51623420283e-08,Reprovado
"Fri, 25 Aug 2017 11:56:54 GMT",1036840302,HRADC-FAX,DM,0.01218869689,5.01190505267,-4.986712878,-0.3687300393,9.99998651333,-10.0000203533,-2.89293906367e-07,-2.957827417e-07,Aprovado
"Fri, 25 Aug 2017 12:06:50 GMT",1036840273,HRADC-FAX,DM,0.01367261268,5.013381099,-4.98493212567,-0.370534972033,9.99999939767,-10.0000230633,-3.13627038733e-07,-3.00108631833e-07,Aprovado
"Fri, 25 Aug 2017 12:15:10 GMT",1036840286,HRADC-FAX,DM,-0.3280723467,-0.381476041133,-0.426571008667,-0.4715906279,10.0000013033,-10.0000224267,-3.33634280833e-07,-3.30930599433e-07,Reprovado
"Fri, 25 Aug 2017 12:18:01 GMT",1036840286,HRADC-FAX,DM,0.0118330424867,5.011697145,-4.98722448767,-0.366113864833,10.000000701,-10.00002417,-2.42790586867e-07,-2.90375378933e-07,Aprovado
"Fri, 25 Aug 2017 12:21:40 GMT",1036840278,HRADC-FAX,DM,0.01065639092,5.010367435,-4.988162305,-0.331918744033,9.99999827333,-10.0000254067,-3.444490063e-07,-3.10382621067e-07,Aprovado
"Fri, 25 Aug 2017 12:23:34 GMT",1036840283,HRADC-FAX,DM,0.0103147092933,5.01041892433,-4.988974421,-0.2786569664,9.999993699,-10.0000237667,-2.525238398e-07,-1.908799046e-07,Aprovado
"Fri, 25 Aug 2017 12:29:58 GMT",1036840290,HRADC-FAX,DM,0.0115522069667,5.01087008033,-4.98681531533,-0.3332424101,9.999997274,-10.0000283533,-2.16835245733e-07,-9.733252927e-08,Aprovado
"Fri, 25 Aug 2017 12:33:57 GMT",1036840274,HRADC-FAX,DM,0.0108785276967,5.01059380733,-4.987928569,-0.320412678733,9.99999354433,-10.0000272067,-3.02271576967e-07,-2.30353652567e-07,Aprovado
"Fri, 25 Aug 2017 12:36:12 GMT",1036840292,HRADC-FAX,DM,0.0108891693733,5.010415522,-4.98775833167,-6.80074399267,9.99999067733,-10.00002504,-3.39041643567e-07,-3.30930599467e-07,Reprovado
"Fri, 25 Aug 2017 12:39:05 GMT",1036840292,HRADC-FAX,DM,0.0118574427933,5.01138030367,-4.986753202,-6.81546197,9.99999479367,-10.0000237267,-2.357610153e-07,-2.898346427e-07,Reprovado
"Fri, 25 Aug 2017 12:42:51 GMT",1036840298,HRADC-FAX,DM,0.0108151773167,5.00988676933,-4.98733568067,-0.324267421633,9.999994288,-10.00002331,-3.22819555367e-07,-2.91997587767e-07,Aprovado
"Fri, 25 Aug 2017 12:45:41 GMT",1036840297,HRADC-FAX,DM,0.01064750402,5.01093261567,-4.98875274833,-0.296107528167,9.999991581,-10.00002244,-3.37960171067e-07,-2.833458074e-07,Aprovado
"Fri, 25 Aug 2017 12:47:20 GMT",1036840300,HRADC-FAX,DM,0.0112322131833,5.01021940333,-4.98687087933,-0.283886150833,9.99999124833,-10.00002272,-2.4603500453e-07,-2.254870261e-07,Aprovado
"Fri, 25 Aug 2017 12:52:46 GMT",1036840281,HRADC-FAX,DM,0.01230699852,5.012404599,-4.98683785967,-0.338556603067,9.999996596,-10.00002177,-2.33057333933e-07,-2.37923960433e-07,Aprovado
"Fri, 25 Aug 2017 12:54:52 GMT",1036840282,HRADC-FAX,DM,0.0110078398067,5.010644315,-4.98759817133,-0.2804778824,9.99999415133,-10.0000241267,-2.47657213333e-07,-2.0277610261e-07,Aprovado
"Fri, 25 Aug 2017 12:59:09 GMT",1036840276,HRADC-FAX,DM,0.0122546526667,5.01184502167,-4.986269086,-0.326376846567,9.99999582833,-10.0000249467,-2.195389271e-07,-2.260277624e-07,Aprovado
